fullVisitorId,visitId,visitNumber,hitType,hitNumber,actionType,totalDollars,impressionFlag,ProductSKU,ProductCategory,ProductName,pageTitle,pagePath
2024172620398136134,1498937541,2,PAGE,1,0,15990000,true,GGOEGAAX0597,Home/Apparel/Men's/Men's-Outerwear/,Google Men's Quilted Insulated Vest Battleship Grey,Men's Outerwear | Apparel | Google Merchandise Store,/google+redesign/apparel/mens/mens+outerwear
2024172620398136134,1498937541,2,PAGE,1,0,15990000,true,GGOEGAAX0571,Home/Apparel/Men's/Men's-Outerwear/,Google Men's Performance 1/4 Zip Pullover Heather/Black,Men's Outerwear | Apparel | Google Merchandise Store,/google+redesign/apparel/mens/mens+outerwear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEAHPA004110,Home/Apparel/Headgear/,Android Wool Heather Cap Heather/Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGHPB003410,Home/Apparel/Headgear/,Google Snapback Hat Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEYHPB072210,Home/Apparel/Headgear/,YouTube Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGHPB071610,Home/Apparel/Headgear/,Google Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEAHPJ074410,Home/Apparel/Headgear/,Android Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGHPJ080110,Home/Apparel/Headgear/,Google 5-Panel Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGHPJ080310,Home/Apparel/Headgear/,Google Blackout Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGHPB080410,Home/Apparel/Headgear/,Google 5-Panel Snapback Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGAAX0042,Home/Apparel/Headgear/,Android Stretch Fit Hat,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,2,0,15990000,true,GGOEGAAX0761,Home/Apparel/Headgear/,Android Stretch Fit Hat Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,3,2,15990000,,GGOEGHPB071610,Home/Apparel/Headgear/,Google Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear/quickview
2024172620398136134,1498937541,2,EVENT,4,1,15990000,,GGOEGHPB071610,Home/Apparel/Headgear/,Google Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,EVENT,5,3,15990000,,GGOEGHPB071610,Home/Apparel/Headgear/,Google Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,6,0,15990000,,,,,Shopping Cart,/basket.html
2024172620398136134,1498937541,2,PAGE,7,0,15990000,,,,,Google Twill Cap,/google+redesign/apparel/headgear/google+twill+cap+b.axd
2024172620398136134,1498937541,2,PAGE,8,0,15990000,,,,,Shopping Cart,/basket.html
2024172620398136134,1498937541,2,PAGE,9,0,15990000,,,,,The Google Merchandise Store - Log In,/signin.html
2024172620398136134,1498937541,2,PAGE,10,0,15990000,,,,,The Google Merchandise Store - Log In,/signin.html
2024172620398136134,1498937541,2,PAGE,11,0,15990000,,,,,The Google Merchandise Store - Log In,/registersuccess.html
2024172620398136134,1498937541,2,PAGE,12,0,15990000,,,,,Home,/store.html
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEAHPA004110,Home/Apparel/Headgear/,Android Wool Heather Cap Heather/Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGHPB003410,Home/Apparel/Headgear/,Google Snapback Hat Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEYHPB072210,Home/Apparel/Headgear/,YouTube Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGHPB071610,Home/Apparel/Headgear/,Google Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEAHPJ074410,Home/Apparel/Headgear/,Android Twill Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGHPJ080110,Home/Apparel/Headgear/,Google 5-Panel Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGHPJ080310,Home/Apparel/Headgear/,Google Blackout Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGHPB080410,Home/Apparel/Headgear/,Google 5-Panel Snapback Cap,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGAAX0042,Home/Apparel/Headgear/,Android Stretch Fit Hat,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,13,0,15990000,true,GGOEGAAX0761,Home/Apparel/Headgear/,Android Stretch Fit Hat Black,Headgear | Apparel | Google Merchandise Store,/google+redesign/apparel/headgear
2024172620398136134,1498937541,2,PAGE,14,0,15990000,,,,,Shopping Cart,/basket.html
2024172620398136134,1498937541,2,PAGE,15,5,15990000,,GGOEGHPB071610,Apparel,Google Twill Cap,Checkout Your Information,/yourinfo.html
2024172620398136134,1498937541,2,PAGE,16,5,15990000,,GGOEGHPB071610,Apparel,Google Twill Cap,Payment Method,/payment.html
2024172620398136134,1498937541,2,PAGE,17,6,15990000,,GGOEGHPB071610,Apparel,Google Twill Cap,Checkout Confirmation,/ordercompleted.html
2024172620398136134,1498937541,2,PAGE,18,6,15990000,,GGOEGHPB071610,Apparel,Google Twill Cap,Checkout Confirmation,/ordercompleted.html
